split,image_width,image_height,bbox_width,bbox_height,bbox_ratio
train,1280,720,437,275,0.1303982204861111
train,1280,720,387,245,0.102880859375
train,1280,720,646,207,0.14509765625
train,1280,720,138,79,0.011829427083333333
train,1280,720,39,18,0.00076171875
train,1280,720,140,51,0.0077473958333333336
train,1280,720,461,198,0.09904296875
train,1280,720,490,193,0.10261501736111112
train,1280,720,359,139,0.054146050347222224
train,1280,720,323,115,0.04030490451388889
train,1280,720,355,153,0.058935546875
train,1280,720,397,168,0.07236979166666667
train,1280,720,444,149,0.07178385416666666
train,1280,720,633,259,0.17789388020833333
train,1280,720,520,342,0.19296875
train,1280,720,153,126,0.02091796875
train,1280,720,768,455,0.37916666666666665
train,1280,720,756,454,0.372421875
train,1280,720,878,380,0.36202256944444444
train,1280,720,846,417,0.38279296875
train,1280,720,201,132,0.0287890625
train,1280,720,222,154,0.037096354166666665
train,1280,720,215,48,0.011197916666666667
train,1280,720,302,161,0.052758246527777775
train,1280,720,346,164,0.061571180555555556
train,1280,720,63,43,0.002939453125
train,1280,720,328,132,0.04697916666666667
train,1280,720,260,97,0.02736545138888889
train,1280,720,138,54,0.0080859375
train,1280,720,200,81,0.017578125
train,1280,720,130,62,0.008745659722222222
train,1280,720,198,71,0.01525390625
train,1280,720,59,37,0.002368706597222222
train,1280,720,604,185,0.12124565972222222
train,1280,720,98,45,0.00478515625
train,1280,720,98,51,0.005423177083333334
train,1280,720,140,66,0.010026041666666667
train,1280,720,71,34,0.002619357638888889
train,1280,720,281,143,0.04360134548611111
train,1280,720,353,155,0.05936957465277778
train,1280,720,329,112,0.03998263888888889
train,1280,720,283,153,0.046982421875
train,1280,720,207,195,0.043798828125
train,1280,720,56,56,0.0034027777777777776
train,1280,720,51,48,0.00265625
train,1280,720,56,50,0.0030381944444444445
train,1280,720,74,52,0.004175347222222223
train,1280,720,164,106,0.018862847222222222
train,1280,720,153,136,0.022578125
train,1280,720,252,153,0.0418359375
train,1280,720,258,183,0.05123046875
train,1280,720,181,119,0.02337131076388889
train,1280,720,152,109,0.017977430555555556
train,1280,720,95,92,0.009483506944444444
train,1280,720,55,51,0.0030436197916666667
train,1280,720,87,29,0.0027376302083333332
train,1280,720,119,61,0.007876519097222222
train,1280,720,74,48,0.0038541666666666668
train,1280,720,82,42,0.0037369791666666667
train,1280,720,173,178,0.03341362847222222
train,1280,720,43,31,0.0014463975694444444
train,1280,720,206,187,0.041799045138888886
train,1280,720,142,77,0.011864149305555556
train,1280,720,87,59,0.005569661458333333
train,1280,720,75,56,0.004557291666666667
train,1280,720,39,32,0.0013541666666666667
train,1280,720,41,29,0.0012901475694444445
train,1280,720,40,29,0.0012586805555555556
train,1280,720,119,50,0.006456163194444444
train,1280,720,132,70,0.010026041666666667
train,1280,720,230,124,0.030946180555555557
train,1280,720,233,123,0.031097005208333334
train,1280,720,263,127,0.03624240451388889
train,1280,720,245,130,0.03455946180555555
train,1280,720,226,126,0.0308984375
train,1280,720,232,136,0.03423611111111111
train,1280,720,86,77,0.007185329861111111
train,1280,720,89,101,0.009753689236111111
train,1280,720,64,30,0.0020833333333333333
train,1280,720,155,111,0.018668619791666667
train,1280,720,75,34,0.0027669270833333335
train,1280,720,49,18,0.00095703125
train,1280,720,59,43,0.0027528211805555557
train,1280,720,286,63,0.01955078125
train,1280,720,145,109,0.017149522569444443
train,1280,720,100,73,0.007921006944444444
train,1280,720,388,257,0.10819878472222222
train,1280,720,139,95,0.01432834201388889
train,1280,720,171,73,0.013544921875
train,1280,720,133,86,0.012411024305555556
train,1280,720,157,163,0.027768012152777778
train,1280,720,87,82,0.007740885416666667
train,1280,720,35,33,0.0012532552083333334
train,1280,720,102,74,0.008190104166666667
train,1280,720,352,184,0.07027777777777777
train,1280,720,138,114,0.0170703125
train,1280,720,145,128,0.02013888888888889
train,1280,720,72,62,0.00484375
train,1280,720,62,55,0.0037000868055555554
train,1280,720,128,91,0.012638888888888889
train,1280,720,86,56,0.005225694444444444
train,1280,720,153,150,0.02490234375
train,1280,720,113,68,0.008337673611111112
train,1280,720,76,59,0.004865451388888889
train,1280,720,164,77,0.013702256944444444
train,1280,720,192,216,0.045
train,1280,720,78,43,0.0036393229166666666
train,1280,720,125,92,0.012478298611111112
train,1280,720,136,107,0.015789930555555557
train,1280,720,226,168,0.04119791666666667
train,1280,720,276,208,0.06229166666666667
train,1280,720,262,219,0.06225911458333333
train,1280,720,217,170,0.040028211805555554
train,1280,720,150,72,0.01171875
train,1280,720,315,122,0.04169921875
train,1280,720,51,21,0.001162109375
train,1280,720,111,67,0.008069661458333334
train,1280,720,136,94,0.013871527777777778
train,1280,720,203,203,0.04471462673611111
train,1280,720,71,63,0.004853515625
train,1280,720,279,178,0.05388671875
train,1280,720,224,175,0.042534722222222224
train,1280,720,63,39,0.002666015625
train,1280,720,93,56,0.005651041666666667
train,1280,720,190,180,0.037109375
train,1280,720,168,159,0.028984375
train,1280,720,485,360,0.189453125
train,1280,720,54,41,0.00240234375
train,1280,720,280,204,0.06197916666666667
train,1280,720,612,239,0.1587109375
train,1280,720,217,104,0.024487847222222223
train,1280,720,318,147,0.05072265625
train,1280,720,276,166,0.049713541666666666
train,1280,720,109,83,0.009816623263888888
train,1440,1080,52,16,0.0005349794238683127
train,1920,1080,186,96,0.008611111111111111
train,1920,1080,122,57,0.003353587962962963
train,1920,1080,132,70,0.004456018518518519
train,1920,1080,138,59,0.00392650462962963
train,1920,1080,184,86,0.007631172839506173
train,1920,1080,148,64,0.004567901234567902
train,1920,1080,130,81,0.005078125
train,1920,1080,138,87,0.005789930555555556
train,1920,1080,167,77,0.0062012924382716045
train,1920,1080,138,58,0.0038599537037037036
train,1920,1080,142,68,0.0046566358024691355
train,1920,1080,139,64,0.004290123456790124
train,1920,1080,137,55,0.0036337770061728395
train,1920,1080,142,68,0.0046566358024691355
train,1920,1080,127,55,0.0033685378086419754
train,1920,1080,131,53,0.003348283179012346
train,1920,1080,104,63,0.003159722222222222
train,1920,1080,133,58,0.0037201003086419753
train,1920,1080,128,53,0.003271604938271605
train,1920,1080,166,62,0.004963348765432099
train,1920,1080,132,57,0.003628472222222222
train,1920,1080,147,58,0.0041116898148148145
train,1920,1080,196,101,0.009546682098765432
train,1920,1080,204,80,0.00787037037037037
train,1920,1080,191,71,0.006539834104938271
train,1920,1080,160,58,0.004475308641975309
train,1920,1080,164,72,0.005694444444444445
train,1920,1080,174,72,0.0060416666666666665
train,1920,1080,145,60,0.004195601851851852
train,1920,1080,150,55,0.003978587962962963
train,1920,1080,161,68,0.005279706790123457
train,1920,1080,139,57,0.0038208912037037035
train,1920,1080,57,31,0.0008521412037037037
train,1920,1080,70,29,0.0009789737654320987
train,1920,1080,42,27,0.000546875
train,1920,1080,59,35,0.00099585262345679
train,1920,1080,70,35,0.001181520061728395
train,1920,1080,42,24,0.0004861111111111111
train,1920,1080,162,68,0.0053125
train,1920,1080,154,83,0.006164158950617284
train,1920,1080,211,110,0.011193094135802469
train,1920,1080,244,100,0.011766975308641976
train,1920,1080,212,86,0.008792438271604938
train,1920,1080,130,86,0.005391589506172839
train,1920,1080,159,62,0.004754050925925926
train,1920,1080,191,101,0.009303144290123458
train,1920,1080,259,106,0.013239776234567902
train,1920,1080,257,127,0.01574025848765432
train,1920,1080,184,77,0.006832561728395061
train,1920,1080,179,80,0.006905864197530864
train,1920,1080,204,111,0.010920138888888889
train,1920,1080,189,81,0.0073828125
train,1920,1080,94,40,0.0018132716049382715
train,1920,1080,99,43,0.002052951388888889
train,1920,1080,210,108,0.0109375
train,1920,1080,204,74,0.007280092592592592
train,1920,1080,202,84,0.00818287037037037
train,1920,1080,235,101,0.01144627700617284
train,1920,1080,134,68,0.00439429012345679
train,1920,1080,132,57,0.003628472222222222
train,1920,1080,175,84,0.007089120370370371
train,1920,1080,165,87,0.006922743055555555
train,1920,1080,235,139,0.015752797067901236
train,1920,1080,277,127,0.016965181327160492
train,1920,1080,206,95,0.009437692901234567
train,1920,1080,161,89,0.006910204475308642
train,1920,1080,143,66,0.004551504629629629
train,1920,1080,137,64,0.004228395061728395
train,1920,1080,138,56,0.003726851851851852
train,1920,1080,211,94,0.009565007716049383
train,1920,1080,141,73,0.0049638310185185185
train,1920,1080,132,74,0.004710648148148148
train,1920,1080,169,81,0.0066015625
train,1920,1080,173,71,0.0059235146604938275
train,1920,1080,46,21,0.0004658564814814815
train,1920,1080,48,19,0.0004398148148148148
train,1920,1080,44,21,0.00044560185185185187
train,1920,1080,59,26,0.0007397762345679013
train,1920,1080,67,23,0.0007431520061728395
train,1920,1080,58,25,0.0006992669753086419
train,1920,1080,130,53,0.003322723765432099
train,1920,1080,128,56,0.0034567901234567903
train,1920,1080,140,56,0.003780864197530864
train,1920,1080,126,58,0.0035243055555555557
train,1920,1080,141,63,0.004283854166666667
train,1920,1080,122,51,0.0030005787037037037
train,1920,1080,121,51,0.0029759837962962964
train,1920,1080,128,58,0.003580246913580247
train,1920,1080,124,61,0.0036477623456790125
train,1920,1080,268,113,0.014604552469135803
train,1920,1080,145,75,0.005244502314814815
train,1920,1080,145,65,0.004545235339506173
train,1920,1080,154,57,0.004233217592592592
train,1920,1080,178,91,0.00781153549382716
train,1920,1080,231,82,0.009134837962962963
train,1920,1080,179,77,0.006646894290123457
train,1920,1080,202,75,0.00730613425925926
train,1920,1080,162,61,0.004765625
train,1920,1080,111,56,0.0029976851851851853
train,1920,1080,133,53,0.0033994020061728393
train,1920,1080,107,42,0.00216724537037037
train,1920,1080,91,44,0.0019309413580246913
train,1920,1080,60,24,0.0006944444444444445
train,1920,1080,53,23,0.000587866512345679
train,1920,1080,125,54,0.0032552083333333335
train,1920,1080,142,65,0.004451195987654321
train,1920,1080,99,58,0.0027690972222222223
train,1920,1080,78,36,0.0013541666666666667
train,1920,1080,58,27,0.0007552083333333333
train,1920,1080,73,34,0.0011969521604938273
train,1920,1080,55,25,0.0006630979938271605
train,1920,1080,50,22,0.0005304783950617284
train,1920,1080,39,25,0.00047019675925925923
train,1920,1080,63,33,0.0010026041666666666
train,1920,1080,56,28,0.0007561728395061729
train,1920,1080,64,36,0.0011111111111111111
train,1920,1080,59,39,0.001109664351851852
train,1920,1080,101,50,0.002435378086419753
train,1920,1080,73,29,0.0010209297839506174
train,1920,1080,75,32,0.0011574074074074073
train,1920,1080,66,30,0.0009548611111111111
train,1920,1080,90,39,0.0016927083333333334
train,1920,1080,108,43,0.0022395833333333334
train,1920,1080,97,47,0.0021985918209876543
train,1920,1080,61,21,0.0006177662037037037
train,1920,1080,88,44,0.0018672839506172839
train,1920,1080,119,49,0.0028120177469135805
train,1920,1080,112,52,0.002808641975308642
train,1920,1080,177,71,0.006060474537037037
train,1920,1080,163,67,0.005266685956790124
train,1920,1080,162,88,0.006875
train,1920,1080,61,22,0.0006471836419753086
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,44,18,0.00038194444444444446
train,1920,1080,53,24,0.0006134259259259259
train,1920,1080,65,24,0.0007523148148148148
train,1920,1080,46,18,0.0003993055555555556
train,1920,1080,72,28,0.0009722222222222222
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,38,16,0.0002932098765432099
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,37,24,0.00042824074074074075
train,1920,1080,55,23,0.0006100501543209876
train,1920,1080,58,21,0.0005873842592592593
train,1920,1080,39,18,0.0003385416666666667
train,1920,1080,42,16,0.00032407407407407406
train,1920,1080,50,19,0.0004581404320987654
train,1920,1080,47,20,0.0004533179012345679
train,1920,1080,50,23,0.000554591049382716
train,1920,1080,47,25,0.0005666473765432099
train,1920,1080,45,20,0.00043402777777777775
train,1920,1080,46,20,0.00044367283950617285
train,1920,1080,45,24,0.0005208333333333333
train,1920,1080,48,18,0.0004166666666666667
train,1920,1080,51,19,0.00046730324074074073
train,1920,1080,53,19,0.0004856288580246914
train,1920,1080,42,18,0.00036458333333333335
train,1920,1080,40,18,0.00034722222222222224
train,1920,1080,38,17,0.00031153549382716047
train,1920,1080,36,15,0.00026041666666666666
train,1920,1080,52,23,0.0005767746913580247
train,1920,1080,70,42,0.0014178240740740742
train,1920,1080,37,20,0.0003568672839506173
train,1920,1080,39,15,0.00028211805555555553
train,1920,1080,35,16,0.0002700617283950617
train,1920,1080,45,16,0.00034722222222222224
train,1920,1080,32,19,0.0002932098765432099
train,1920,1080,43,24,0.0004976851851851852
train,1920,1080,47,20,0.0004533179012345679
train,1920,1080,37,19,0.00033902391975308645
train,1920,1080,42,17,0.0003443287037037037
train,1920,1080,46,22,0.0004880401234567901
train,1920,1080,40,19,0.00036651234567901237
train,1920,1080,51,21,0.0005164930555555555
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,37,16,0.00028549382716049385
train,1920,1080,30,17,0.00024594907407407405
train,1920,1080,49,24,0.0005671296296296297
train,1920,1080,44,21,0.00044560185185185187
train,1920,1080,49,19,0.00044897762345679014
train,1920,1080,57,24,0.0006597222222222222
train,1920,1080,60,29,0.0008391203703703704
train,1920,1080,63,26,0.0007899305555555555
train,1920,1080,66,26,0.0008275462962962963
train,1920,1080,61,39,0.0011472800925925925
train,1920,1080,59,29,0.0008251350308641975
train,1920,1080,46,23,0.0005102237654320988
train,1920,1080,42,21,0.0004253472222222222
train,1920,1080,50,22,0.0005304783950617284
train,1920,1080,45,23,0.0004991319444444444
train,1920,1080,40,20,0.00038580246913580245
train,1920,1080,38,17,0.00031153549382716047
train,1920,1080,42,19,0.00038483796296296297
train,1920,1080,38,19,0.0003481867283950617
train,1920,1080,44,18,0.00038194444444444446
train,1920,1080,74,37,0.001320408950617284
train,1920,1080,74,32,0.0011419753086419754
train,1920,1080,76,32,0.0011728395061728395
train,1920,1080,58,27,0.0007552083333333333
train,1920,1080,64,32,0.0009876543209876543
train,1920,1080,84,36,0.0014583333333333334
train,1920,1080,67,27,0.0008723958333333333
train,1920,1080,63,32,0.0009722222222222222
train,1920,1080,52,32,0.0008024691358024691
train,1920,1080,76,42,0.0015393518518518519
train,1920,1080,90,43,0.0018663194444444445
train,1920,1080,77,32,0.0011882716049382716
train,1920,1080,84,39,0.001579861111111111
train,1920,1080,73,38,0.001337770061728395
train,1920,1080,81,46,0.001796875
train,1920,1080,90,44,0.0019097222222222222
train,1920,1080,95,40,0.0018325617283950616
train,1920,1080,57,26,0.0007146990740740741
train,1920,1080,54,27,0.000703125
train,1920,1080,64,32,0.0009876543209876543
train,1920,1080,69,34,0.0011313657407407407
train,1920,1080,85,49,0.0020085841049382715
train,1920,1080,82,54,0.0021354166666666665
train,1920,1080,105,54,0.002734375
train,1920,1080,80,42,0.0016203703703703703
train,1920,1080,49,25,0.0005907600308641976
train,1920,1080,56,26,0.0007021604938271605
train,1920,1080,93,35,0.0015697337962962963
train,1920,1080,67,28,0.0009047067901234568
train,1920,1080,93,34,0.0015248842592592592
train,1920,1080,102,49,0.002410300925925926
train,1920,1080,76,24,0.0008796296296296296
train,1920,1080,73,34,0.0011969521604938273
train,1920,1080,75,31,0.001121238425925926
train,1920,1080,77,31,0.0011511381172839507
